gene	esoxID	cas	chr	start	end
110509711	ENSELUG00000009143	cas1	Y	16630138	16656791
110509713	ENSELUG00000009249	cas1	Y	16658386	16701533
110509721	ENSELUG00000009635	cas1	Y	16872841	16878031
110509731	ENSELUG00000010424	cas1	Y	17391095	17394366
110509733	ENSELUG00000000379	cas1	Y	17412561	17415939
110509734	ENSELUG00000010679	cas1	Y	17419279	17425513
110509735	ENSELUG00000010787	cas1	Y	17428405	17477564
110509737	ENSELUG00000010862	cas1	Y	17517089	17597551
110509739	ENSELUG00000011011	cas4	Y	18275943	18282836
110509740	ENSELUG00000018333	cas2	3	12089901	12108140
110509742	ENSELUG00000011149	cas1	Y	18392939	18442193
110509743	ENSELUG00000011190	cas1	Y	18497932	18722649
110509745	ENSELUG00000011271	cas1	Y	18766479	18783952
110509746	ENSELUG00000011355	cas1	Y	18786846	18804561
110509748	ENSELUG00000011434	cas1	Y	18842370	18848232
110509749	ENSELUG00000011459	cas1	Y	18853270	18856153
110509751	ENSELUG00000011547	cas1	Y	18962089	19065920
110509758	ENSELUG00000011831	cas1	Y	19279996	19281486
110509759	ENSELUG00000011856	cas1	Y	19357793	19409443
110509760	ENSELUG00000011872	cas1	Y	19502531	19508829
110509762	ENSELUG00000011993	cas1	Y	19535663	19560763
110509763	ENSELUG00000012138	cas1	Y	19563521	19599545
110509765	ENSELUG00000012214	cas1	Y	19599862	19611225
110509767	ENSELUG00000012301	cas1	Y	19630925	19644968
110509768	ENSELUG00000018666	cas3	2	20990131	21058856
110509772	ENSELUG00000012675	cas1	Y	19780056	19792894
110509773	ENSELUG00000012735	cas1	Y	19807260	19835269
110509774	ENSELUG00000012795	cas1	Y	19839666	19844815
110509775	ENSELUG00000012753	cas1	Y	19837235	19840684
110509778	ENSELUG00000012852	cas1	Y	19860393	19873346
110509780	ENSELUG00000012914	cas1	Y	19946567	19950624
110509782	ENSELUG00000012955	cas1	Y	19956905	19969792
110509784	ENSELUG00000012993	cas1	Y	20025913	20042438
110509787	ENSELUG00000013067	cas1	Y	20050795	20063783
110509788	ENSELUG00000013130	cas4	Y	20088225	20093695
110509791	ENSELUG00000000490	cas1	Y	20636564	20646034
110509792	ENSELUG00000000495	cas1	Y	20692911	20712554
110509793	ENSELUG00000018737	cas5	2	21064067	21074205
110509794	ENSELUG00000013533	cas1	Y	20761661	20772043
110509795	ENSELUG00000013603	cas1	Y	20811736	20869832
110509796	ENSELUG00000013571	cas1	Y	20793882	20811225
110509800	ENSELUG00000013912	cas1	Y	20938438	20968130
110509801	ENSELUG00000013950	cas1	Y	20970332	20978032
110509802	ENSELUG00000018737	cas5	3	12432169	12438782
110509803	ENSELUG00000013966	cas1	Y	20981279	20983028
110509805	ENSELUG00000013980	cas1	Y	20983463	20985277
110509807	ENSELUG00000014271	cas1	Y	21004249	21096175
110509808	ENSELUG00000014591	cas2	Y	21138218	21146494
110509816	ENSELUG00000014976	cas5	Y	21985765	21990241
110509817	ENSELUG00000018799	cas2	2	21075240	21103699
110509831	ENSELUG00000018799	cas2	3	12439946	12460864
110509833	ENSELUG00000015632	cas1	Y	23703742	23707769
110509841	ENSELUG00000015902	cas1	Y	23853359	23878838
110509847	ENSELUG00000016411	cas4	Y	24209393	24226530
110509856	ENSELUG00000016974	cas1	Y	24410298	24432688
110509864	ENSELUG00000017301	cas1	Y	24915017	24925129
110509867	ENSELUG00000017727	cas1	Y	25304613	25362626
110509871	ENSELUG00000001308	cas1	Y	25584559	25607056
110509872	ENSELUG00000017926	cas1	Y	25628220	25645833
110509873	ENSELUG00000017881	cas1	Y	25616189	25627859
110509874	ENSELUG00000017980	cas1	Y	26123905	26263903
110509876	ENSELUG00000018143	cas1	Y	26463263	26464615
110509877	ENSELUG00000000728	cas1	Y	26504919	26532797
110509881	ENSELUG00000000790	cas1	Y	26699773	26720454
110509882	ENSELUG00000018555	cas1	Y	26729762	26733407
110509884	ENSELUG00000018565	cas1	Y	26747750	26756686
110509886	ENSELUG00000018929	cas1	Y	26811904	26825089
110509887	ENSELUG00000018945	cas1	Y	26897950	26936831
110509890	ENSELUG00000019249	cas1	Y	27020227	27056214
110509891	ENSELUG00000019289	cas1	Y	27056581	27072987
110509892	ENSELUG00000019310	cas1	Y	27082126	27099857
110509893	ENSELUG00000019330	cas1	Y	27113486	27132244
110509895	ENSELUG00000019346	cas1	Y	27145344	27147704
110509899	ENSELUG00000000849	cas1	Y	27182086	27187958
110509903	ENSELUG00000019540	cas1	Y	27238683	27256779
110509904	ENSELUG00000019615	cas1	Y	27279396	27289395
110509906	ENSELUG00000019651	cas1	Y	27308247	27318113
110509907	ENSELUG00000019704	cas1	Y	27322088	27339488
110509909	ENSELUG00000019777	cas1	Y	27368174	27380798
110509910	ENSELUG00000019802	cas1	Y	27381760	27384247
110509911	ENSELUG00000019822	cas1	Y	27390070	27392999
110509912	ENSELUG00000019873	cas1	Y	27429028	27456482
110509913	ENSELUG00000019892	cas1	Y	27467046	27490490
110509916	ENSELUG00000013683	cas1	Y	27708583	27758941
110509917	ENSELUG00000013705	cas1	Y	27763535	27768291
110509918	ENSELUG00000001456	cas1	Y	27781280	27788453
110509922	ENSELUG00000021062	cas2	6	89317125	89346431
110509923	ENSELUG00000014065	cas2	Y	28256809	28265547
110509929	ENSELUG00000000521	cas1	Y	28531997	28536813
110509932	ENSELUG00000014448	cas1	Y	28592328	28606205
110509934	ENSELUG00000000538	cas1	Y	28633897	28649733
110509935	ENSELUG00000014467	cas1	Y	28615685	28626007
110509937	ENSELUG00000014697	cas1	Y	28698895	28744025
110509938	ENSELUG00000014803	cas1	Y	28834579	28975487
110509940	ENSELUG00000019043	cas3	3	12864942	12875688
110509941	ENSELUG00000014838	cas1	Y	29050769	29098148
110509942	ENSELUG00000014856	cas4	Y	29098274	29099084
110509943	ENSELUG00000014872	cas1	Y	29102068	29110664
110509944	ENSELUG00000014898	cas1	Y	29129862	29173579
110509945	ENSELUG00000014919	cas1	Y	29177395	29211711
110509946	ENSELUG00000014965	cas1	Y	29214859	29235365
110509948	ENSELUG00000019040	cas2	3	12860738	12866559
110509949	ENSELUG00000015024	cas1	Y	29247188	29251878
110509955	ENSELUG00000015213	cas1	Y	29308144	29313233
110509956	ENSELUG00000015160	cas1	Y	29286398	29290760
110509959	ENSELUG00000015354	cas1	Y	29325241	29427868
110509961	ENSELUG00000015483	cas1	Y	29437145	29441719
110509964	ENSELUG00000015517	cas1	Y	29570335	29573444
110509965	ENSELUG00000015657	cas1	Y	29582037	29608134
110509968	ENSELUG00000015715	cas4	Y	29633391	29637493
110509969	ENSELUG00000015791	cas1	Y	29638568	29645471
110509973	ENSELUG00000015842	cas1	Y	29666670	29675086
110509974	ENSELUG00000015926	cas1	Y	29677784	29697939
110509975	ENSELUG00000015887	cas1	Y	29698344	29711347
110509977	ENSELUG00000015954	cas1	Y	29720966	29733340
110509980	ENSELUG00000016034	cas1	Y	29765481	29773626
110509981	ENSELUG00000016073	cas1	Y	29774285	29785731
110509984	ENSELUG00000000606	cas1	Y	29839912	29843350
110509989	ENSELUG00000016338	cas1	Y	29894065	29901124
110509991	ENSELUG00000016360	cas1	Y	29901166	29910366
110509997	ENSELUG00000016669	cas1	Y	29946000	29949253
110509998	ENSELUG00000016681	cas1	Y	29952492	29956193
110509999	ENSELUG00000016774	cas1	Y	29978474	30007461
110510003	ENSELUG00000010267	cas1	1	22655517	22696514
110510004	ENSELUG00000016941	cas1	Y	30139343	30147325
110510005	ENSELUG00000016828	cas1	Y	30120517	30127527
110510009	ENSELUG00000017065	cas1	Y	30264990	30291203
110510010	ENSELUG00000017145	cas1	Y	30302062	30312873
110510011	ENSELUG00000017173	cas1	Y	30319686	30332728
110510012	ENSELUG00000017488	cas1	Y	30336845	30437543
110510013	ENSELUG00000000717	cas1	Y	30456185	30503162
110510017	ENSELUG00000017823	cas1	Y	30549215	30551296
110510018	ENSELUG00000017855	cas1	Y	30575393	30651448
110510020	ENSELUG00000017880	cas1	Y	30652692	30669474
110510021	ENSELUG00000017966	cas1	Y	30669592	30681307
110510023	ENSELUG00000018277	cas1	Y	30845842	30863487
110510024	ENSELUG00000018368	cas2	Y	30921488	31017638
110510025	ENSELUG00000000784	cas1	Y	31044067	31057809
110510028	ENSELUG00000018917	cas1	Y	31610543	31613567
110510032	ENSELUG00000019011	cas1	Y	31653477	31659720
110510034	ENSELUG00000019081	cas1	Y	31679071	31682119
110510037	ENSELUG00000019210	cas1	Y	31727803	31731451
110510040	ENSELUG00000019250	cas6	Y	31747750	31750431
110510041	ENSELUG00000019308	cas1	Y	31757328	31761267
110510043	ENSELUG00000019472	cas1	Y	31771899	31778015
110510044	ENSELUG00000019393	cas1	Y	31761289	31771774
110510045	ENSELUG00000000850	cas6	Y	31778145	31789447
110510048	ENSELUG00000019572	cas1	Y	31814661	31820238
110510052	ENSELUG00000020317	cas1	Y	31943605	31992800
110510053	ENSELUG00000020371	cas1	Y	32003178	32021463
110510054	ENSELUG00000020391	cas1	Y	32021450	32037827
110510059	ENSELUG00000020713	cas1	Y	32202991	32219471
110510062	ENSELUG00000020768	cas1	Y	32240818	32244175
110510063	ENSELUG00000020802	cas1	Y	32246223	32252711
110510064	ENSELUG00000020969	cas1	Y	32252130	32282752
110510067	ENSELUG00000020985	cas2	Y	32318517	32342181
110510069	ENSELUG00000021070	cas1	Y	32343047	32346238
110510070	ENSELUG00000021178	cas1	Y	32368926	32378207
110510071	ENSELUG00000021240	cas1	Y	32380313	32390439
110510072	ENSELUG00000021271	cas1	Y	32394865	32397075
110510077	ENSELUG00000021440	cas1	Y	32480854	32486342
110510078	ENSELUG00000021472	cas1	Y	32486808	32499282
110510083	ENSELUG00000021523	cas1	Y	32635270	32642513
110510085	ENSELUG00000021549	cas1	Y	32646683	32650197
110510086	ENSELUG00000021687	cas4	Y	32662292	32669370
110510090	ENSELUG00000021758	cas1	Y	32689294	32697423
110510091	ENSELUG00000021774	cas1	Y	32706886	32718596
110510093	ENSELUG00000021834	cas1	Y	32728513	32779573
110510095	ENSELUG00000021853	cas3	Y	32783128	32793957
110510096	ENSELUG00000021884	cas2	Y	32794549	32796695
110510099	ENSELUG00000022018	cas1	Y	32827738	32836258
110510100	ENSELUG00000022043	cas1	Y	32851423	32857096
110510101	ENSELUG00000022081	cas1	Y	32860037	32892936
110510104	ENSELUG00000022152	cas1	Y	33011238	33019372
110510105	ENSELUG00000000956	cas1	Y	33020281	33037457
110510107	ENSELUG00000022317	cas1	Y	33040945	33058157
110510109	ENSELUG00000022406	cas1	Y	33066905	33196719
110510110	ENSELUG00000022490	cas1	Y	33196375	33205191
110510111	ENSELUG00000022501	cas1	Y	33212994	33235418
110510122	ENSELUG00000022863	cas1	Y	33638137	33651127
110510124	ENSELUG00000023105	cas1	Y	33845835	34089064
110510125	ENSELUG00000023270	cas1	Y	34105921	34135553
110510130	ENSELUG00000023633	cas1	Y	34218633	34226881
110510131	ENSELUG00000000997	cas1	Y	34235676	34250665
110510135	ENSELUG00000005494	cas1	Y	34338912	34342460
110510139	ENSELUG00000024077	cas1	Y	34362509	34384584
110510141	ENSELUG00000024029	cas1	Y	34447839	34455631
110510145	ENSELUG00000023815	cas1	Y	34516622	34521725
110510146	ENSELUG00000020191	cas5	3	13339193	13341845
110510153	ENSELUG00000005242	cas1	Y	34638233	34661249
110510155	ENSELUG00000005020	cas1	Y	34703325	34715546
110510156	ENSELUG00000004985	cas1	Y	34715939	34727232
110510158	ENSELUG00000004882	cas1	Y	34763682	34782858
110510159	ENSELUG00000004819	cas1	Y	34784319	34803941
110510161	ENSELUG00000004808	cas1	Y	34809871	34814939
110510164	ENSELUG00000004753	cas3	Y	34846451	34850826
110510166	ENSELUG00000004691	cas1	Y	34864106	34869495
110510168	ENSELUG00000004658	cas1	Y	34872715	34876341
110510170	ENSELUG00000004590	cas1	Y	34914257	34962958
110510173	ENSELUG00000004292	cas1	Y	35421966	35454525
110510176	ENSELUG00000004320	cas1	Y	35399336	35421812
110510179	ENSELUG00000004236	cas1	Y	35454702	35465919
110510193	ENSELUG00000004837	cas1	Y	37235305	37241163
110510197	ENSELUG00000003904	cas1	Y	37048213	37051629
110510201	ENSELUG00000003833	cas1	Y	36869593	36871603
110510202	ENSELUG00000024580	cas1	Y	36832263	36842130
110510204	ENSELUG00000001026	cas1	Y	36684066	36693105
110510206	ENSELUG00000020648	cas1	3	13517655	13520033
110510207	ENSELUG00000024267	cas1	Y	36614866	36635408
110510212	ENSELUG00000024198	cas3	Y	36424410	36447869
110510221	ENSELUG00000020671	cas1	3	13539000	13541326
110510225	ENSELUG00000005674	cas1	Y	35950589	35955683
110510229	ENSELUG00000005731	cas4	Y	37491883	37498898
110510230	ENSELUG00000000177	cas1	Y	37504513	37548113
110510231	ENSELUG00000020705	cas2	3	13558493	13678675
110510251	ENSELUG00000008432	cas1	Y	40443713	40672017
110510257	ENSELUG00000008569	cas1	Y	40748111	40771224
110510258	ENSELUG00000008609	cas2	Y	40799031	40812659
110510264	ENSELUG00000010409	cas1	1	22915370	22956393
110510276	ENSELUG00000009873	cas5	Y	42807994	42833923
110510308	ENSELUG00000000777	cas4	Y	47070742	47077583
110510309	ENSELUG00000011428	cas5	Y	47280097	47287013
110510354	ENSELUG00000020871	cas2	3	13886548	13902511
110510407	ENSELUG00000007776	cas3	4	45691397	45710259
110510413	ENSELUG00000006069	cas1	32	39216094	39221057
110510418	ENSELUG00000008858	cas5	9	8083612	8110566
110510426	ENSELUG00000013416	cas1	3	81994051	82040699
110510429	ENSELUG00000003138	cas2	30	1765747	1789588
110510445	ENSELUG00000007954	cas1	15	23387536	23399051
110510457	ENSELUG00000008858	cas5	21	61062101	61077407
110510458	ENSELUG00000007754	cas2	21	61151452	61181374
110510465	ENSELUG00000004942	cas2	9	1027341	1044929
110510474	ENSELUG00000008270	cas1	32	39519479	39521866
110510477	ENSELUG00000017402	cas6	26	5127777	5131151
110510498	ENSELUG00000016320	cas2	32	3495523	3879607
110510499	ENSELUG00000024569	cas4	30	2811893	2860702
110510505	ENSELUG00000014057	cas1	7	88790770	88852155
110510520	ENSELUG00000003537	cas3	2	12674085	12680150
110510526	ENSELUG00000012062	cas2	23	60012705	60174129
110510541	ENSELUG00000001075	cas2	7	596641	610641
110510551	ENSELUG00000016394	cas2	6	100792515	100852060
110510575	ENSELUG00000010573	cas1	1	23321071	23619775
110510589	ENSELUG00000014497	cas5	23	3950790	3974808
110510603	ENSELUG00000021239	cas2	3	14484922	14495193
110510724	ENSELUG00000013228	cas3	1	89270808	89288624
110510748	ENSELUG00000013414	cas2	15	75031834	75069209
110510766	ENSELUG00000005041	cas2	31	12493203	12539462
110510780	ENSELUG00000011845	cas1	9	6684654	6834904
110510792	ENSELUG00000011019	cas2	15	64702781	64824029
110510799	ENSELUG00000013649	cas2	17	11010117	11068307
110510810	ENSELUG00000001225	cas5	21	14828525	15310963
110510828	ENSELUG00000005933	cas5	2	9245445	9284745
110510834	ENSELUG00000002997	cas2	7	2154823	2176141
110510856	ENSELUG00000021637	cas2	3	14780067	14834031
110510910	ENSELUG00000016255	cas2	23	108027	192234
110510928	ENSELUG00000001233	cas1	1	23769293	23774865
110510930	ENSELUG00000018579	cas1	16	74825301	74845985
110510950	ENSELUG00000021724	cas5	3	14984771	14991394
110510956	ENSELUG00000004615	cas2	3	4382494	4448908
110510959	ENSELUG00000018057	cas2	19	1400041	1564792
110511038	ENSELUG00000014983	cas2	23	6339987	6367016
110511048	ENSELUG00000022501	cas1	10	47132135	47151344
110511052	ENSELUG00000012396	cas1	8	81808453	81922125
110511055	ENSELUG00000006644	cas1	Y	13347966	13366093
110511067	ENSELUG00000006440	cas2	15	55376420	55382696
110511121	ENSELUG00000016598	cas2	12	87851444	87870262
110511176	ENSELUG00000005828	cas3	3	19065512	19282368
110511230	ENSELUG00000003686	cas4	6	80431533	80468572
110511232	ENSELUG00000012238	cas2	21	5496219	5561423
110511268	ENSELUG00000005605	cas2	3	18801968	18813046
110511271	ENSELUG00000009062	cas2	10	80494096	80532152
110511302	ENSELUG00000019542	cas2	26	6298330	6302710
110511341	ENSELUG00000005471	cas2	3	18711636	18720405
110511352	ENSELUG00000005433	cas2	3	18697337	18706474
110511355	ENSELUG00000012293	cas5	18	7758036	7797212
110511356	ENSELUG00000012203	cas2	7	4879131	4882252
110511358	ENSELUG00000010714	cas1	1	23872914	23905175
110511366	ENSELUG00000005378	cas2	3	18687765	18692685
110511371	ENSELUG00000001636	cas7	15	65901742	65979435
110511372	ENSELUG00000011445	cas5	21	1319221	1348497
110511412	ENSELUG00000022815	cas2	26	46563095	46575546
110511494	ENSELUG00000013790	cas4	7	7245458	7268381
110511518	ENSELUG00000013740	cas6	13	3554145	3564093
110511522	ENSELUG00000024026	cas1	31	33119946	33123535
110511526	ENSELUG00000019872	cas2	6	91250192	91286961
110511547	ENSELUG00000019742	cas2	6	91490509	91699286
110511568	ENSELUG00000005274	cas2	3	18588699	18601905
110511600	ENSELUG00000010254	cas2	15	81534122	81554017
110511650	ENSELUG00000019656	cas2	13	8081380	8096851
110511665	ENSELUG00000001591	cas3	3	18343327	18348845
110511666	ENSELUG00000023679	cas2	17	20786463	20787989
110511667	ENSELUG00000023667	cas2	26	45501084	45647805
110511675	ENSELUG00000016641	cas4	1	94717155	95250071
110511683	ENSELUG00000016651	cas2	12	87788171	87796289
110511727	ENSELUG00000005039	cas2	3	18210021	18219582
110511737	ENSELUG00000012063	cas2	10	77885829	77889538
110511741	ENSELUG00000017279	cas2	6	99886363	99913097
110511771	ENSELUG00000005797	cas2	8	3081212	3120444
110511775	ENSELUG00000022591	cas7	15	69513903	69526128
110511819	ENSELUG00000017265	cas5	23	2313758	2316741
110511851	ENSELUG00000024425	cas2	3	18049746	18085029
110511852	ENSELUG00000013356	cas7	13	63827929	63837868
110511859	ENSELUG00000004529	cas2	6	79578522	79671531
110511860	ENSELUG00000001025	cas2	3	18033343	18048841
110511883	ENSELUG00000001896	cas2	18	12275263	12281375
110511884	ENSELUG00000014677	cas5	3	17968009	17969851
110511897	ENSELUG00000004700	cas2	12	85858200	85873796
110511902	ENSELUG00000024555	cas5	15	67079306	67084695
110511937	ENSELUG00000024199	cas5	3	17858276	17937430
110511950	ENSELUG00000010858	cas1	1	24050309	24072410
110511951	ENSELUG00000024188	cas5	3	17719737	17723597
110511972	ENSELUG00000017253	cas2	23	2250516	2255447
110511978	ENSELUG00000023639	cas2	3	16805002	16826110
110511982	ENSELUG00000012549	cas2	15	77583866	77609486
110511998	ENSELUG00000023618	cas2	3	16760501	16787227
110512007	ENSELUG00000005173	cas3	14	43227892	43233200
110512012	ENSELUG00000023506	cas2	3	16678893	16700834
110512013	ENSELUG00000013004	cas1	14	732078	751620
110512028	ENSELUG00000008238	cas2	24	42023482	42078730
110512045	ENSELUG00000022808	cas2	3	15889119	15898210
110512077	ENSELUG00000010793	cas1	1	24034225	24049433
110512127	ENSELUG00000006734	cas2	8	87687931	87691743
110512131	ENSELUG00000014657	cas5	3	15846220	15853237
110512181	ENSELUG00000005601	cas3	2	9392946	9403493
110512206	ENSELUG00000022593	cas2	3	15791844	15795523
110512269	ENSELUG00000015543	cas3	12	88996013	89070663
110512282	ENSELUG00000022443	cas3	3	15632563	15636625
110512290	ENSELUG00000020638	cas1	19	62655733	62771956
110512298	ENSELUG00000016199	cas2	26	1784882	1796285
110512308	ENSELUG00000024395	cas2	18	12857249	12862211
110512348	ENSELUG00000012792	cas2	23	61395693	61399289
110512355	ENSELUG00000002436	cas3	7	8902833	8910580
110512356	ENSELUG00000002443	cas2	7	8910691	8912800
110512403	ENSELUG00000024087	cas2	18	5923503	5949854
110512412	ENSELUG00000024388	cas3	6	84365689	84413230
110512482	ENSELUG00000015364	cas2	13	59728251	59783709
110512490	ENSELUG00000011445	cas5	15	65878010	65892365
110512505	ENSELUG00000006452	cas2	3	19821356	19844451
110512509	ENSELUG00000015364	cas2	12	89168437	89223819
110512521	ENSELUG00000016756	cas3	13	58049362	58052530
110512526	ENSELUG00000014723	cas2	7	7708177	7728376
110512529	ENSELUG00000010993	cas1	1	24105346	24114557
110512532	ENSELUG00000015324	cas5	13	59921477	59932329
110512558	ENSELUG00000006479	cas2	3	19852621	19857615
110512617	ENSELUG00000006915	cas7	10	82905730	82955813
110512620	ENSELUG00000010906	cas2	24	33813463	33876580
110512626	ENSELUG00000006492	cas2	3	19858980	19863882
110512633	ENSELUG00000001914	cas4	18	12241548	12245666
110512652	ENSELUG00000006760	cas3	3	20014592	20018502
110512655	ENSELUG00000016085	cas2	6	95760673	95766164
110512666	ENSELUG00000017444	cas3	6	98535638	98552338
110512697	ENSELUG00000003472	cas3	26	41600933	41643474
110512702	ENSELUG00000019758	cas1	1	21353302	21355858
110512703	ENSELUG00000007000	cas3	3	20262526	20270372
